 1.00000000e+00  1.00000000e+00  0.00000000e+00  9.99999605e-01 -6.28318283e-04 
 1.02329299e+00  1.00000000e+00  0.00000000e+00  9.99999587e-01 -6.42953684e-04 
 1.04712855e+00  1.00000000e+00  0.00000000e+00  9.99999567e-01 -6.57929986e-04 
 1.07151931e+00  1.00000000e+00  0.00000000e+00  9.99999547e-01 -6.73255130e-04 
 1.09647820e+00  1.00000000e+00  0.00000000e+00  9.99999525e-01 -6.88937242e-04 
 1.12201845e+00  1.00000000e+00  0.00000000e+00  9.99999503e-01 -7.04984636e-04 
 1.14815362e+00  1.00000000e+00  0.00000000e+00  9.99999480e-01 -7.21405821e-04 
 1.17489755e+00  1.00000000e+00  0.00000000e+00  9.99999455e-01 -7.38209503e-04 
 1.20226443e+00  1.00000000e+00  0.00000000e+00  9.99999429e-01 -7.55404592e-04 
 1.23026877e+00  1.00000000e+00  0.00000000e+00  9.99999402e-01 -7.73000205e-04 
 1.25892541e+00  1.00000000e+00  0.00000000e+00  9.99999374e-01 -7.91005670e-04 
 1.28824955e+00  1.00000000e+00  0.00000000e+00  9.99999345e-01 -8.09430535e-04 
 1.31825674e+00  1.00000000e+00  0.00000000e+00  9.99999314e-01 -8.28284569e-04 
 1.34896288e+00  1.00000000e+00  0.00000000e+00  9.99999282e-01 -8.47577767e-04 
 1.38038426e+00  1.00000000e+00  0.00000000e+00  9.99999248e-01 -8.67320361e-04 
 1.41253754e+00  1.00000000e+00  0.00000000e+00  9.99999212e-01 -8.87522816e-04 
 1.44543977e+00  1.00000000e+00  0.00000000e+00  9.99999175e-01 -9.08195844e-04 
 1.47910839e+00  1.00000000e+00  0.00000000e+00  9.99999136e-01 -9.29350407e-04 
 1.51356125e+00  1.00000000e+00  0.00000000e+00  9.99999096e-01 -9.50997720e-04 
 1.54881662e+00  1.00000000e+00  0.00000000e+00  9.99999053e-01 -9.73149261e-04 
 1.58489319e+00  1.00000000e+00  0.00000000e+00  9.99999008e-01 -9.95816775e-04 
 1.62181010e+00  1.00000000e+00  0.00000000e+00  9.99998962e-01 -1.01901228e-03 
 1.65958691e+00  1.00000000e+00  0.00000000e+00  9.99998913e-01 -1.04274807e-03 
 1.69824365e+00  1.00000000e+00  0.00000000e+00  9.99998861e-01 -1.06703674e-03 
 1.73780083e+00  1.00000000e+00  0.00000000e+00  9.99998808e-01 -1.09189116e-03 
 1.77827941e+00  1.00000000e+00  0.00000000e+00  9.99998752e-01 -1.11732451e-03 
 1.81970086e+00  1.00000000e+00  0.00000000e+00  9.99998693e-01 -1.14335028e-03 
 1.86208714e+00  1.00000000e+00  0.00000000e+00  9.99998631e-01 -1.16998225e-03 
 1.90546072e+00  1.00000000e+00  0.00000000e+00  9.99998567e-01 -1.19723456e-03 
 1.94984460e+00  1.00000000e+00  0.00000000e+00  9.99998499e-01 -1.22512166e-03 
 1.99526231e+00  1.00000000e+00  0.00000000e+00  9.99998428e-01 -1.25365832e-03 
 2.04173794e+00  1.00000000e+00  0.00000000e+00  9.99998354e-01 -1.28285967e-03 
 2.08929613e+00  1.00000000e+00  0.00000000e+00  9.99998277e-01 -1.31274121e-03 
 2.13796209e+00  1.00000000e+00  0.00000000e+00  9.99998195e-01 -1.34331877e-03 
 2.18776162e+00  1.00000000e+00  0.00000000e+00  9.99998110e-01 -1.37460857e-03 
 2.23872114e+00  1.00000000e+00  0.00000000e+00  9.99998021e-01 -1.40662719e-03 
 2.29086765e+00  1.00000000e+00  0.00000000e+00  9.99997928e-01 -1.43939162e-03 
 2.34422882e+00  1.00000000e+00  0.00000000e+00  9.99997831e-01 -1.47291921e-03 
 2.39883292e+00  1.00000000e+00  0.00000000e+00  9.99997728e-01 -1.50722775e-03 
 2.45470892e+00  1.00000000e+00  0.00000000e+00  9.99997621e-01 -1.54233543e-03 
 2.51188643e+00  1.00000000e+00  0.00000000e+00  9.99997509e-01 -1.57826086e-03 
 2.57039578e+00  1.00000000e+00  0.00000000e+00  9.99997392e-01 -1.61502309e-03 
 2.63026799e+00  1.00000000e+00  0.00000000e+00  9.99997269e-01 -1.65264161e-03 
 2.69153480e+00  1.00000000e+00  0.00000000e+00  9.99997140e-01 -1.69113636e-03 
 2.75422870e+00  1.00000000e+00  0.00000000e+00  9.99997005e-01 -1.73052775e-03 
 2.81838293e+00  1.00000000e+00  0.00000000e+00  9.99996864e-01 -1.77083667e-03 
 2.88403150e+00  1.00000000e+00  0.00000000e+00  9.99996716e-01 -1.81208449e-03 
 2.95120923e+00  1.00000000e+00  0.00000000e+00  9.99996562e-01 -1.85429307e-03 
 3.01995172e+00  1.00000000e+00  0.00000000e+00  9.99996400e-01 -1.89748480e-03 
 3.09029543e+00  1.00000000e+00  0.00000000e+00  9.99996230e-01 -1.94168257e-03 
 3.16227766e+00  1.00000000e+00  0.00000000e+00  9.99996052e-01 -1.98690981e-03 
 3.23593657e+00  1.00000000e+00  0.00000000e+00  9.99995866e-01 -2.03319051e-03 
 3.31131121e+00  1.00000000e+00  0.00000000e+00  9.99995671e-01 -2.08054919e-03 
 3.38844156e+00  1.00000000e+00  0.00000000e+00  9.99995467e-01 -2.12901097e-03 
 3.46736850e+00  1.00000000e+00  0.00000000e+00  9.99995254e-01 -2.17860154e-03 
 3.54813389e+00  1.00000000e+00  0.00000000e+00  9.99995030e-01 -2.22934719e-03 
 3.63078055e+00  1.00000000e+00  0.00000000e+00  9.99994796e-01 -2.28127483e-03 
 3.71535229e+00  1.00000000e+00  0.00000000e+00  9.99994550e-01 -2.33441197e-03 
 3.80189396e+00  1.00000000e+00  0.00000000e+00  9.99994294e-01 -2.38878680e-03 
 3.89045145e+00  1.00000000e+00  0.00000000e+00  9.99994025e-01 -2.44442813e-03 
 3.98107171e+00  1.00000000e+00  0.00000000e+00  9.99993743e-01 -2.50136547e-03 
 4.07380278e+00  1.00000000e+00  0.00000000e+00  9.99993448e-01 -2.55962901e-03 
 4.16869383e+00  1.00000000e+00  0.00000000e+00  9.99993139e-01 -2.61924962e-03 
 4.26579519e+00  1.00000000e+00  0.00000000e+00  9.99992816e-01 -2.68025891e-03 
 4.36515832e+00  1.00000000e+00  0.00000000e+00  9.99992478e-01 -2.74268923e-03 
 4.46683592e+00  1.00000000e+00  0.00000000e+00  9.99992123e-01 -2.80657368e-03 
 4.57088190e+00  1.00000000e+00  0.00000000e+00  9.99991752e-01 -2.87194611e-03 
 4.67735141e+00  1.00000000e+00  0.00000000e+00  9.99991363e-01 -2.93884118e-03 
 4.78630092e+00  1.00000000e+00  0.00000000e+00  9.99990956e-01 -3.00729437e-03 
 4.89778819e+00  1.00000000e+00  0.00000000e+00  9.99990530e-01 -3.07734194e-03 
 5.01187234e+00  1.00000000e+00  0.00000000e+00  9.99990084e-01 -3.14902104e-03 
 5.12861384e+00  1.00000000e+00  0.00000000e+00  9.99989616e-01 -3.22236965e-03 
 5.24807460e+00  1.00000000e+00  0.00000000e+00  9.99989127e-01 -3.29742667e-03 
 5.37031796e+00  1.00000000e+00  0.00000000e+00  9.99988614e-01 -3.37423187e-03 
 5.49540874e+00  1.00000000e+00  0.00000000e+00  9.99988078e-01 -3.45282598e-03 
 5.62341325e+00  1.00000000e+00  0.00000000e+00  9.99987516e-01 -3.53325064e-03 
 5.75439937e+00  1.00000000e+00  0.00000000e+00  9.99986928e-01 -3.61554850e-03 
 5.88843655e+00  1.00000000e+00  0.00000000e+00  9.99986312e-01 -3.69976316e-03 
 6.02559586e+00  1.00000000e+00  0.00000000e+00  9.99985666e-01 -3.78593927e-03 
 6.16595002e+00  1.00000000e+00  0.00000000e+00  9.99984991e-01 -3.87412251e-03 
 6.30957344e+00  1.00000000e+00  0.00000000e+00  9.99984284e-01 -3.96435961e-03 
 6.45654229e+00  1.00000000e+00  0.00000000e+00  9.99983543e-01 -4.05669840e-03 
 6.60693448e+00  1.00000000e+00  0.00000000e+00  9.99982767e-01 -4.15118783e-03 
 6.76082975e+00  1.00000000e+00  0.00000000e+00  9.99981955e-01 -4.24787796e-03 
 6.91830971e+00  1.00000000e+00  0.00000000e+00  9.99981105e-01 -4.34682006e-03 
 7.07945784e+00  1.00000000e+00  0.00000000e+00  9.99980214e-01 -4.44806654e-03 
 7.24435960e+00  1.00000000e+00  0.00000000e+00  9.99979282e-01 -4.55167108e-03 
 7.41310241e+00  1.00000000e+00  0.00000000e+00  9.99978305e-01 -4.65768857e-03 
 7.58577575e+00  1.00000000e+00  0.00000000e+00  9.99977283e-01 -4.76617520e-03 
 7.76247117e+00  1.00000000e+00  0.00000000e+00  9.99976212e-01 -4.87718846e-03 
 7.94328235e+00  1.00000000e+00  0.00000000e+00  9.99975091e-01 -4.99078718e-03 
 8.12830516e+00  1.00000000e+00  0.00000000e+00  9.99973918e-01 -5.10703155e-03 
 8.31763771e+00  1.00000000e+00  0.00000000e+00  9.99972688e-01 -5.22598317e-03 
 8.51138038e+00  1.00000000e+00  0.00000000e+00  9.99971401e-01 -5.34770507e-03 
 8.70963590e+00  1.00000000e+00  0.00000000e+00  9.99970053e-01 -5.47226175e-03 
 8.91250938e+00  1.00000000e+00  0.00000000e+00  9.99968642e-01 -5.59971920e-03 
 9.12010839e+00  1.00000000e+00  0.00000000e+00  9.99967164e-01 -5.73014495e-03 
 9.33254301e+00  1.00000000e+00  0.00000000e+00  9.99965617e-01 -5.86360809e-03 
 9.54992586e+00  1.00000000e+00  0.00000000e+00  9.99963997e-01 -6.00017935e-03 
 9.77237221e+00  1.00000000e+00  0.00000000e+00  9.99962300e-01 -6.13993106e-03 
 1.00000000e+01  1.00000000e+00  0.00000000e+00  9.99960523e-01 -6.28293727e-03 
 1.02329299e+01  1.00000000e+00  0.00000000e+00  9.99958663e-01 -6.42927371e-03 
 1.04712855e+01  1.00000000e+00  0.00000000e+00  9.99956715e-01 -6.57901792e-03 
 1.07151931e+01  1.00000000e+00  0.00000000e+00  9.99954675e-01 -6.73224920e-03 
 1.09647820e+01  1.00000000e+00  0.00000000e+00  9.99952539e-01 -6.88904871e-03 
 1.12201845e+01  1.00000000e+00  0.00000000e+00  9.99950302e-01 -7.04949950e-03 
 1.14815362e+01  1.00000000e+00  0.00000000e+00  9.99947960e-01 -7.21368655e-03 
 1.17489755e+01  1.00000000e+00  0.00000000e+00  9.99945508e-01 -7.38169679e-03 
 1.20226443e+01  1.00000000e+00  0.00000000e+00  9.99942940e-01 -7.55361919e-03 
 1.23026877e+01  1.00000000e+00  0.00000000e+00  9.99940251e-01 -7.72954480e-03 
 1.25892541e+01  1.00000000e+00  0.00000000e+00  9.99937435e-01 -7.90956676e-03 
 1.28824955e+01  1.00000000e+00  0.00000000e+00  9.99934486e-01 -8.09378037e-03 
 1.31825674e+01  1.00000000e+00  0.00000000e+00  9.99931399e-01 -8.28228316e-03 
 1.34896288e+01  1.00000000e+00  0.00000000e+00  9.99928166e-01 -8.47517492e-03 
 1.38038426e+01  1.00000000e+00  0.00000000e+00  9.99924781e-01 -8.67255774e-03 
 1.41253754e+01  1.00000000e+00  0.00000000e+00  9.99921236e-01 -8.87453610e-03 
 1.44543977e+01  1.00000000e+00  0.00000000e+00  9.99917525e-01 -9.08121689e-03 
 1.47910839e+01  1.00000000e+00  0.00000000e+00  9.99913638e-01 -9.29270949e-03 
 1.51356125e+01  1.00000000e+00  0.00000000e+00  9.99909568e-01 -9.50912579e-03 
 1.54881662e+01  1.00000000e+00  0.00000000e+00  9.99905307e-01 -9.73058032e-03 
 1.58489319e+01  1.00000000e+00  0.00000000e+00  9.99900845e-01 -9.95719021e-03 
 1.62181010e+01  1.00000000e+00  0.00000000e+00  9.99896172e-01 -1.01890754e-02 
 1.65958691e+01  1.00000000e+00  0.00000000e+00  9.99891279e-01 -1.04263584e-02 
 1.69824365e+01  1.00000000e+00  0.00000000e+00  9.99886156e-01 -1.06691648e-02 
 1.73780083e+01  1.00000000e+00  0.00000000e+00  9.99880791e-01 -1.09176230e-02 
 1.77827941e+01  1.00000000e+00  0.00000000e+00  9.99875174e-01 -1.11718643e-02 
 1.81970086e+01  1.00000000e+00  0.00000000e+00  9.99869292e-01 -1.14320232e-02 
 1.86208714e+01  1.00000000e+00  0.00000000e+00  9.99863133e-01 -1.16982372e-02 
 1.90546072e+01  1.00000000e+00  0.00000000e+00  9.99856683e-01 -1.19706469e-02 
 1.94984460e+01  1.00000000e+00  0.00000000e+00  9.99849930e-01 -1.22493964e-02 
 1.99526231e+01  1.00000000e+00  0.00000000e+00  9.99842858e-01 -1.25346328e-02 
 2.04173794e+01  1.00000000e+00  0.00000000e+00  9.99835454e-01 -1.28265070e-02 
 2.08929613e+01  1.00000000e+00  0.00000000e+00  9.99827700e-01 -1.31251729e-02 
 2.13796209e+01  1.00000000e+00  0.00000000e+00  9.99819581e-01 -1.34307884e-02 
 2.18776162e+01  1.00000000e+00  0.00000000e+00  9.99811080e-01 -1.37435148e-02 
 2.23872114e+01  1.00000000e+00  0.00000000e+00  9.99802178e-01 -1.40635171e-02 
 2.29086765e+01  1.00000000e+00  0.00000000e+00  9.99792857e-01 -1.43909644e-02 
 2.34422882e+01  1.00000000e+00  0.00000000e+00  9.99783097e-01 -1.47260292e-02 
 2.39883292e+01  1.00000000e+00  0.00000000e+00  9.99772877e-01 -1.50688885e-02 
 2.45470892e+01  1.00000000e+00  0.00000000e+00  9.99762176e-01 -1.54197229e-02 
 2.51188643e+01  1.00000000e+00  0.00000000e+00  9.99750970e-01 -1.57787176e-02 
 2.57039578e+01  1.00000000e+00  0.00000000e+00  9.99739237e-01 -1.61460616e-02 
 2.63026799e+01  1.00000000e+00  0.00000000e+00  9.99726951e-01 -1.65219487e-02 
 2.69153480e+01  1.00000000e+00  0.00000000e+00  9.99714086e-01 -1.69065767e-02 
 2.75422870e+01  1.00000000e+00  0.00000000e+00  9.99700615e-01 -1.73001484e-02 
 2.81838293e+01  1.00000000e+00  0.00000000e+00  9.99686510e-01 -1.77028708e-02 
 2.88403150e+01  1.00000000e+00  0.00000000e+00  9.99671741e-01 -1.81149560e-02 
