1.00000000e+00,1.00000000e+00,0.00000000e+00,9.99999605e-01,-6.28318283e-04
1.25892541e+00,1.00000000e+00,0.00000000e+00,9.99999374e-01,-7.91005670e-04
1.58489319e+00,1.00000000e+00,0.00000000e+00,9.99999008e-01,-9.95816775e-04
1.99526231e+00,1.00000000e+00,0.00000000e+00,9.99998428e-01,-1.25365832e-03
2.51188643e+00,1.00000000e+00,0.00000000e+00,9.99997509e-01,-1.57826086e-03
3.16227766e+00,1.00000000e+00,0.00000000e+00,9.99996052e-01,-1.98690981e-03
3.98107171e+00,1.00000000e+00,0.00000000e+00,9.99993743e-01,-2.50136547e-03
5.01187234e+00,1.00000000e+00,0.00000000e+00,9.99990084e-01,-3.14902104e-03
6.30957344e+00,1.00000000e+00,0.00000000e+00,9.99984284e-01,-3.96435961e-03
7.94328235e+00,1.00000000e+00,0.00000000e+00,9.99975091e-01,-4.99078718e-03
1.00000000e+01,1.00000000e+00,0.00000000e+00,9.99960523e-01,-6.28293727e-03
1.25892541e+01,1.00000000e+00,0.00000000e+00,9.99937435e-01,-7.90956676e-03
1.58489319e+01,1.00000000e+00,0.00000000e+00,9.99900845e-01,-9.95719021e-03
1.99526231e+01,1.00000000e+00,0.00000000e+00,9.99842858e-01,-1.25346328e-02
2.51188643e+01,1.00000000e+00,0.00000000e+00,9.99750970e-01,-1.57787176e-02
3.16227766e+01,1.00000000e+00,0.00000000e+00,9.99605372e-01,-1.98613356e-02
3.98107171e+01,1.00000000e+00,0.00000000e+00,9.99374700e-01,-2.49981701e-02
5.01187234e+01,1.00000000e+00,0.00000000e+00,9.99009329e-01,-3.14593259e-02
6.30957344e+01,1.00000000e+00,0.00000000e+00,9.98430802e-01,-3.95820095e-02
7.94328235e+01,1.00000000e+00,0.00000000e+00,9.97515270e-01,-4.97851042e-02
1.00000000e+02,1.00000000e+00,0.00000000e+00,9.96067682e-01,-6.25847783e-02
1.25892541e+02,1.00000000e+00,0.00000000e+00,9.93781998e-01,-7.86087687e-02
1.58489319e+02,1.00000000e+00,0.00000000e+00,9.90180842e-01,-9.86039670e-02
1.99526231e+02,1.00000000e+00,0.00000000e+00,9.84526550e-01,-1.23426184e-01
2.51188643e+02,1.00000000e+00,0.00000000e+00,9.75696191e-01,-1.53990695e-01
3.16227766e+02,1.00000000e+00,0.00000000e+00,9.62020936e-01,-1.91145638e-01
3.98107171e+02,1.00000000e+00,0.00000000e+00,9.41115287e-01,-2.35408801e-01
5.01187234e+02,1.00000000e+00,0.00000000e+00,9.09781266e-01,-2.86494876e-01
6.30957344e+02,1.00000000e+00,0.00000000e+00,8.64179940e-01,-3.42597389e-01
7.94328235e+02,1.00000000e+00,0.00000000e+00,8.00581558e-01,-3.99563170e-01
1.00000000e+03,1.00000000e+00,0.00000000e+00,7.16956800e-01,-4.50477243e-01
1.25892541e+03,1.00000000e+00,0.00000000e+00,6.15123140e-01,-4.86566196e-01
1.58489319e+03,1.00000000e+00,0.00000000e+00,5.02095492e-01,-4.99995609e-01
1.99526231e+03,1.00000000e+00,0.00000000e+00,3.88853270e-01,-4.87489902e-01
2.51188643e+03,1.00000000e+00,0.00000000e+00,2.86457458e-01,-4.52105721e-01
3.16227766e+03,1.00000000e+00,0.00000000e+00,2.02108323e-01,-4.01572595e-01
3.98107171e+03,1.00000000e+00,0.00000000e+00,1.37799744e-01,-3.44689679e-01
5.01187234e+03,1.00000000e+00,0.00000000e+00,9.16041990e-02,-2.88466410e-01
6.30957344e+03,1.00000000e+00,0.00000000e+00,5.98206298e-02,-2.37154216e-01
7.94328235e+03,1.00000000e+00,0.00000000e+00,3.85963324e-02,-1.92630879e-01
1.00000000e+04,1.00000000e+00,0.00000000e+00,2.47045230e-02,-1.55223096e-01
1.25892541e+04,1.00000000e+00,0.00000000e+00,1.57309194e-02,-1.24432542e-01
1.58489319e+04,1.00000000e+00,0.00000000e+00,9.98349713e-03,-9.94174377e-02
1.99526231e+04,1.00000000e+00,0.00000000e+00,6.32245489e-03,-7.92621060e-02
2.51188643e+04,1.00000000e+00,0.00000000e+00,3.99852894e-03,-6.31073744e-02
3.16227766e+04,1.00000000e+00,0.00000000e+00,2.52662956e-03,-5.02020488e-02
3.98107171e+04,1.00000000e+00,0.00000000e+00,1.59568335e-03,-3.99141221e-02
5.01187234e+04,1.00000000e+00,0.00000000e+00,1.00740136e-03,-3.17235954e-02
6.30957344e+04,1.00000000e+00,0.00000000e+00,6.35863686e-04,-2.52083193e-02
7.94328235e+04,1.00000000e+00,0.00000000e+00,4.01297032e-04,-2.00283797e-02
1.00000000e+05,1.00000000e+00,0.00000000e+00,2.53238813e-04,-1.59114639e-02
1.25892541e+05,1.00000000e+00,0.00000000e+00,1.59797823e-04,-1.26401063e-02
1.58489319e+05,1.00000000e+00,0.00000000e+00,1.00831556e-04,-1.00409855e-02
1.99526231e+05,1.00000000e+00,0.00000000e+00,6.36227785e-05,-7.97613507e-03
2.51188643e+05,1.00000000e+00,0.00000000e+00,4.01442019e-05,-6.33581805e-03
3.16227766e+05,1.00000000e+00,0.00000000e+00,2.53296543e-05,-5.03279373e-03
3.98107171e+05,1.00000000e+00,0.00000000e+00,1.59820808e-05,-3.99772753e-03
5.01187234e+05,1.00000000e+00,0.00000000e+00,1.00840707e-05,-3.17552658e-03
6.30957344e+05,1.00000000e+00,0.00000000e+00,6.36264218e-06,-2.52241981e-03
7.94328235e+05,1.00000000e+00,0.00000000e+00,4.01456524e-06,-2.00363398e-03
1.00000000e+06,1.00000000e+00,0.00000000e+00,2.53302317e-06,-1.59154540e-03
1.25892541e+06,1.00000000e+00,0.00000000e+00,1.59823107e-06,-1.26421063e-03
1.58489319e+06,1.00000000e+00,0.00000000e+00,1.00841623e-06,-1.00419879e-03
1.99526231e+06,1.00000000e+00,0.00000000e+00,6.36267861e-07,-7.97663749e-04
2.51188643e+06,1.00000000e+00,0.00000000e+00,4.01457974e-07,-6.33606986e-04
3.16227766e+06,1.00000000e+00,0.00000000e+00,2.53302895e-07,-5.03291994e-04
3.98107171e+06,1.00000000e+00,0.00000000e+00,1.59823337e-07,-3.99779078e-04
5.01187234e+06,1.00000000e+00,0.00000000e+00,1.00841714e-07,-3.17555828e-04
6.30957344e+06,1.00000000e+00,0.00000000e+00,6.36268226e-08,-2.52243570e-04
7.94328235e+06,1.00000000e+00,0.00000000e+00,4.01458119e-08,-2.00364194e-04
1.00000000e+07,1.00000000e+00,0.00000000e+00,2.53302953e-08,-1.59154939e-04
1.25892541e+07,1.00000000e+00,0.00000000e+00,1.59823360e-08,-1.26421263e-04
1.58489319e+07,1.00000000e+00,0.00000000e+00,1.00841723e-08,-1.00419979e-04
1.99526231e+07,1.00000000e+00,0.00000000e+00,6.36268262e-09,-7.97664251e-05
2.51188643e+07,1.00000000e+00,0.00000000e+00,4.01458134e-09,-6.33607238e-05
3.16227766e+07,1.00000000e+00,0.00000000e+00,2.53302958e-09,-5.03292120e-05
3.98107171e+07,1.00000000e+00,0.00000000e+00,1.59823362e-09,-3.99779141e-05
5.01187234e+07,1.00000000e+00,0.00000000e+00,1.00841724e-09,-3.17555860e-05
6.30957344e+07,1.00000000e+00,0.00000000e+00,6.36268266e-10,-2.52243586e-05
7.94328235e+07,1.00000000e+00,0.00000000e+00,4.01458135e-10,-2.00364202e-05
1.00000000e+08,1.00000000e+00,0.00000000e+00,2.53302959e-10,-1.59154943e-05
1.25892541e+08,1.00000000e+00,0.00000000e+00,1.59823362e-10,-1.26421265e-05
1.58489319e+08,1.00000000e+00,0.00000000e+00,1.00841724e-10,-1.00419980e-05
1.99526231e+08,1.00000000e+00,0.00000000e+00,6.36268266e-11,-7.97664256e-06
2.51188643e+08,1.00000000e+00,0.00000000e+00,4.01458136e-11,-6.33607241e-06
3.16227766e+08,1.00000000e+00,0.00000000e+00,2.53302959e-11,-5.03292121e-06
3.98107171e+08,1.00000000e+00,0.00000000e+00,1.59823362e-11,-3.99779142e-06
5.01187234e+08,1.00000000e+00,0.00000000e+00,1.00841724e-11,-3.17555860e-06
6.30957344e+08,1.00000000e+00,0.00000000e+00,6.36268266e-12,-2.52243586e-06
7.94328235e+08,1.00000000e+00,0.00000000e+00,4.01458136e-12,-2.00364202e-06
1.00000000e+09,1.00000000e+00,0.00000000e+00,2.53302959e-12,-1.59154943e-06
