 0.00000000e+00  1.25000000e+00  2.70859648e-01 
 1.00000000e-11  1.27500000e+00  2.86528087e-01 
 2.00000000e-11  1.30000000e+00  3.02943455e-01 
 4.00000000e-11  1.35000000e+00  3.36517987e-01 
 8.00000000e-11  1.45000000e+00  4.08137393e-01 
 1.60000000e-10  1.65000000e+00  5.69695321e-01 
 3.20000000e-10  2.05000000e+00  9.82004194e-01 
 6.40000000e-10  2.85000000e+00  4.67066530e+00 
 1.00000000e-09  3.75000000e+00  4.99225669e+00 
 1.06400000e-09  3.75000000e+00  4.99054501e+00 
 1.19200000e-09  3.75000000e+00  4.99048491e+00 
 1.44800000e-09  3.75000000e+00  4.99048105e+00 
 1.96000000e-09  3.75000000e+00  4.99048104e+00 
 2.98400000e-09  3.75000000e+00  4.99048104e+00 
 5.03200000e-09  3.75000000e+00  4.99048104e+00 
 9.12800000e-09  3.75000000e+00  4.99048104e+00 
 1.73200000e-08  3.75000000e+00  4.99048104e+00 
 3.37040000e-08  3.75000000e+00  4.99048104e+00 
 6.64720000e-08  3.75000000e+00  4.99048104e+00 
 1.32008000e-07  3.75000000e+00  4.99048104e+00 
 2.63080000e-07  3.75000000e+00  4.99048104e+00 
 5.25224000e-07  3.75000000e+00  4.99048104e+00 
 1.04951200e-06  3.75000000e+00  4.99048104e+00 
 2.04951200e-06  3.75000000e+00  4.99048104e+00 
 3.04951200e-06  3.75000000e+00  4.99048104e+00 
 4.04951200e-06  3.75000000e+00  4.99048104e+00 
 5.04951200e-06  3.75000000e+00  4.99048104e+00 
 6.04951200e-06  3.75000000e+00  4.99048104e+00 
 7.04951200e-06  3.75000000e+00  4.99048104e+00 
 8.04951200e-06  3.75000000e+00  4.99048104e+00 
 9.04951200e-06  3.75000000e+00  4.99048104e+00 
 1.00010000e-05  3.75000000e+00  4.99048104e+00 
 1.00011000e-05  3.50000000e+00  4.95036815e+00 
 1.00013000e-05  3.00000000e+00  4.76584291e+00 
 1.00017000e-05  2.00000000e+00  9.22270964e-01 
 1.00020000e-05  1.25000000e+00  2.70856964e-01 
 1.00020800e-05  1.25000000e+00  2.70789334e-01 
 1.00022400e-05  1.25000000e+00  2.70859629e-01 
 1.00025600e-05  1.25000000e+00  2.70859639e-01 
 1.00032000e-05  1.25000000e+00  2.70859648e-01 
 1.00044800e-05  1.25000000e+00  2.70859648e-01 
 1.00070400e-05  1.25000000e+00  2.70859648e-01 
 1.00121600e-05  1.25000000e+00  2.70859648e-01 
 1.00224000e-05  1.25000000e+00  2.70859648e-01 
 1.00428800e-05  1.25000000e+00  2.70859648e-01 
 1.00838400e-05  1.25000000e+00  2.70859648e-01 
 1.01657600e-05  1.25000000e+00  2.70859648e-01 
 1.03296000e-05  1.25000000e+00  2.70859648e-01 
 1.06572800e-05  1.25000000e+00  2.70859648e-01 
 1.13126400e-05  1.25000000e+00  2.70859648e-01 
 1.23126400e-05  1.25000000e+00  2.70859648e-01 
 1.33126400e-05  1.25000000e+00  2.70859648e-01 
 1.43126400e-05  1.25000000e+00  2.70859648e-01 
 1.53126400e-05  1.25000000e+00  2.70859648e-01 
 1.63126400e-05  1.25000000e+00  2.70859648e-01 
 1.73126400e-05  1.25000000e+00  2.70859648e-01 
 1.83126400e-05  1.25000000e+00  2.70859648e-01 
 1.93126400e-05  1.25000000e+00  2.70859648e-01 
 2.00000000e-05  1.25000000e+00  2.70859648e-01 
 2.00001000e-05  1.50000000e+00  4.46058389e-01 
 2.00003000e-05  2.00000000e+00  9.22267459e-01 
 2.00007000e-05  3.00000000e+00  4.76580026e+00 
 2.00010000e-05  3.75000000e+00  4.99260690e+00 
 2.00010800e-05  3.75000000e+00  4.99061493e+00 
 2.00012400e-05  3.75000000e+00  4.99048590e+00 
 2.00015600e-05  3.75000000e+00  4.99048109e+00 
 2.00022000e-05  3.75000000e+00  4.99048104e+00 
 2.00034800e-05  3.75000000e+00  4.99048104e+00 
 2.00060400e-05  3.75000000e+00  4.99048104e+00 
 2.00111600e-05  3.75000000e+00  4.99048104e+00 
 2.00214000e-05  3.75000000e+00  4.99048104e+00 
 2.00418800e-05  3.75000000e+00  4.99048104e+00 
 2.00828400e-05  3.75000000e+00  4.99048104e+00 
 2.01647600e-05  3.75000000e+00  4.99048104e+00 
 2.03286000e-05  3.75000000e+00  4.99048104e+00 
 2.06562800e-05  3.75000000e+00  4.99048104e+00 
 2.13116400e-05  3.75000000e+00  4.99048104e+00 
 2.23116400e-05  3.75000000e+00  4.99048104e+00 
 2.33116400e-05  3.75000000e+00  4.99048104e+00 
 2.43116400e-05  3.75000000e+00  4.99048104e+00 
 2.53116400e-05  3.75000000e+00  4.99048104e+00 
 2.63116400e-05  3.75000000e+00  4.99048104e+00 
 2.73116400e-05  3.75000000e+00  4.99048104e+00 
 2.83116400e-05  3.75000000e+00  4.99048104e+00 
