 8.00000200e-01  2.00000000e+00  4.72755400e+00 
 8.00001000e-01  2.00000000e+00  4.72757910e+00 
 8.00001100e-01  2.10000000e+00  4.72888942e+00 
 8.00001300e-01  2.30000000e+00  4.73149892e+00 
 8.00001700e-01  2.70000000e+00  4.73666266e+00 
 8.00002000e-01  3.00000000e+00  4.74048685e+00 
 8.00002080e-01  3.00000000e+00  4.74045782e+00 
 8.00002240e-01  3.00000000e+00  4.74039910e+00 
 8.00002560e-01  3.00000000e+00  4.74028210e+00 
 8.00003200e-01  3.00000000e+00  4.74004809e+00 
 8.00004200e-01  3.00000000e+00  4.73968245e+00 
 8.00005200e-01  3.00000000e+00  4.73931680e+00 
 8.00006200e-01  3.00000000e+00  4.73895114e+00 
 8.00007200e-01  3.00000000e+00  4.73858547e+00 
 8.00008200e-01  3.00000000e+00  4.73821979e+00 
 8.00009200e-01  3.00000000e+00  4.73785410e+00 
 8.00010200e-01  3.00000000e+00  4.73748840e+00 
 8.00011200e-01  3.00000000e+00  4.73712269e+00 
 8.00012200e-01  3.00000000e+00  4.73675698e+00 
 8.00013200e-01  3.00000000e+00  4.73639125e+00 
 8.00014200e-01  3.00000000e+00  4.73602552e+00 
 8.00015200e-01  3.00000000e+00  4.73565977e+00 
 8.00016200e-01  3.00000000e+00  4.73529402e+00 
 8.00017200e-01  3.00000000e+00  4.73492826e+00 
 8.00018200e-01  3.00000000e+00  4.73456249e+00 
 8.00019200e-01  3.00000000e+00  4.73419671e+00 
 8.00020200e-01  3.00000000e+00  4.73383092e+00 
 8.00021200e-01  3.00000000e+00  4.73346512e+00 
 8.00022200e-01  3.00000000e+00  4.73309932e+00 
 8.00023200e-01  3.00000000e+00  4.73273350e+00 
 8.00024200e-01  3.00000000e+00  4.73236768e+00 
 8.00025200e-01  3.00000000e+00  4.73200185e+00 
 8.00026200e-01  3.00000000e+00  4.73163601e+00 
 8.00027200e-01  3.00000000e+00  4.73127016e+00 
 8.00028200e-01  3.00000000e+00  4.73090431e+00 
 8.00029200e-01  3.00000000e+00  4.73053845e+00 
 8.00030200e-01  3.00000000e+00  4.73017257e+00 
 8.00031200e-01  3.00000000e+00  4.72980669e+00 
 8.00032200e-01  3.00000000e+00  4.72944081e+00 
 8.00033200e-01  3.00000000e+00  4.72907491e+00 
 8.00034200e-01  3.00000000e+00  4.72870901e+00 
 8.00035200e-01  3.00000000e+00  4.72834310e+00 
 8.00036200e-01  3.00000000e+00  4.72797718e+00 
 8.00037200e-01  3.00000000e+00  4.72761125e+00 
 8.00038200e-01  3.00000000e+00  4.72724532e+00 
 8.00039200e-01  3.00000000e+00  4.72687937e+00 
 8.00040200e-01  3.00000000e+00  4.72651342e+00 
 8.00041200e-01  3.00000000e+00  4.72614747e+00 
 8.00042200e-01  3.00000000e+00  4.72578150e+00 
 8.00043200e-01  3.00000000e+00  4.72541553e+00 
 8.00044200e-01  3.00000000e+00  4.72504955e+00 
 8.00045200e-01  3.00000000e+00  4.72468356e+00 
 8.00046200e-01  3.00000000e+00  4.72431757e+00 
 8.00047200e-01  3.00000000e+00  4.72395157e+00 
 8.00048200e-01  3.00000000e+00  4.72358556e+00 
 8.00049200e-01  3.00000000e+00  4.72321955e+00 
 8.00050200e-01  3.00000000e+00  4.72285352e+00 
 8.00051200e-01  3.00000000e+00  4.72248749e+00 
 8.00052200e-01  3.00000000e+00  4.72212146e+00 
 8.00053200e-01  3.00000000e+00  4.72175542e+00 
 8.00054200e-01  3.00000000e+00  4.72138937e+00 
 8.00055200e-01  3.00000000e+00  4.72102331e+00 
 8.00056200e-01  3.00000000e+00  4.72065725e+00 
 8.00057200e-01  3.00000000e+00  4.72029118e+00 
 8.00058200e-01  3.00000000e+00  4.71992510e+00 
 8.00059200e-01  3.00000000e+00  4.71955902e+00 
 8.00060200e-01  3.00000000e+00  4.71919293e+00 
 8.00061200e-01  3.00000000e+00  4.71882683e+00 
